*Avisivirus B*,*Picornaviridae*,*Avisivirus*,Galliformes,False,False,"Lau SKP, Woo PCY, Yip CCY, Li KSM, Fan RYY, Bai R, Huang Y, Chan K, Yuen K (2014). Chickens Host Diverse Picornaviruses Originated from Potential Interspecies Transmission with Recombination. _Journal of General Virology_, *95*(9), 1929-1944. ISSN 0022-1317, 1465-2099, doi: 10.1099/vir.0.066597-0.",
*Avisivirus C*,*Picornaviridae*,*Avisivirus*,Galliformes,False,False,"Lau SKP, Woo PCY, Yip CCY, Li KSM, Fan RYY, Bai R, Huang Y, Chan K, Yuen K (2014). Chickens Host Diverse Picornaviruses Originated from Potential Interspecies Transmission with Recombination. _Journal of General Virology_, *95*(9), 1929-1944. ISSN 0022-1317, 1465-2099, doi: 10.1099/vir.0.066597-0.",
*Pestivirus I*,*Flaviviridae*,*Pestivirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Baboon orthoreovirus*,*Reoviridae*,*Orthoreovirus*,Primates,False,False,Coombs KM (2011). Reoviruses. _Encyclopedia of Life Sciences_. doi: 10.1002/9780470015902.a0001084.pub3.,
*Bagaza virus*,*Flaviviridae*,*Flavivirus*,Galliformes,True,True,"Llorente F, Pérez-Ramírez E, Fernández-Pinero J, Elizalde M, Figuerola J, Soriguer RC, Jiménez-Clavero MÁ (2015). Bagaza Virus Is Pathogenic and Transmitted by Direct Contact in Experimentally Infected Partridges, but Is Not Infectious in House Sparrows and Adult Mice. _Veterinary Research_, *46*(1). ISSN 1297-9716, doi: 10.1186/s13567-015-0233-9.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Banna virus*,*Reoviridae*,*Seadornavirus*,Cetartiodactyla,True,True,"Dash AP, Bhatia R, Sunyoto T, Mourya DT (2013). Emerging and Re-Emerging Arboviral Diseases in Southeast Asia. _Journal of Vector Borne Diseases_, *50*(2), 77-84. ISSN 09729062.

Xia H, Wang Y, Atoni E, Zhang B, Yuan Z (2018). Mosquito-Associated Viruses in China. _Virologica Sinica_, *33*(1), 5-20. ISSN 1995-820X, doi: 10.1007/s12250-018-0002-9.","Dash AP, Bhatia R, Sunyoto T, Mourya DT (2013). Emerging and Re-Emerging Arboviral Diseases in Southeast Asia. _Journal of Vector Borne Diseases_, *50*(2), 77-84. ISSN 09729062."
*Bat coronavirus CDPHE15*,*Coronaviridae*,*Alphacoronavirus*,Chiroptera,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Bat coronavirus HKU10*,*Coronaviridae*,*Alphacoronavirus*,Chiroptera,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Bayou orthohantavirus*,*Hantaviridae*,*Orthohantavirus*,Rodentia,False,True,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3.",
*Bear Canyon mammarenavirus*,*Arenaviridae*,*Mammarenavirus*,Rodentia,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Berrimah ephemerovirus*,*Rhabdoviridae*,*Ephemerovirus*,Cetartiodactyla,True,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Betacoronavirus 1*,*Coronaviridae*,*Betacoronavirus*,Cetartiodactyla,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Betacoronavirus 1*,*Coronaviridae*,*Betacoronavirus*,Perissodactyla,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Bimiti orthobunyavirus*,*Peribunyaviridae*,*Orthobunyavirus*,Rodentia,True,False,"Jonkers AH, Spence L, Downs WG, Aitken THG, Worth CB (1968). Arbovirus Studies in Bush Bush Forest, Trinidad, W. I., September 1959–December 1964. VI. Rodent-Associated Viruses (VEE and Agents of Groups C and Guamá): Isolations and Further Studies. _The American journal of tropical medicine and hygiene_, *17*(2), 285-298. ISSN 00029637, doi: 10.4269/ajtmh.1968.17.285.

Jonkers AH, Spence L, Olivier O (1968). Laboratory Studies with Wild Rodents and Viruses Native to Trinidad. III. Studies with Three Guamá-Group Viruses. _The American journal of tropical medicine and hygiene_, *17*(2), 299-307. ISSN 00029637, doi: 10.4269/ajtmh.1968.17.299.","Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3."
*Black Creek Canal orthohantavirus*,*Hantaviridae*,*Orthohantavirus*,Rodentia,False,True,"Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3.

Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Glass GE, Livingstone W, Mills JN, Hlady WG, Fine JB, Biggler W, Coke T, Frazier D, Atherley S, Rollin PE, Ksiazek TG, Peters CJ, Childs JE (1998). Black Creek Canal Virus Infection in Sigmodon Hispidus in Southern Florida. _The American Journal of Tropical Medicine and Hygiene_, *59*(5), 699-703. ISSN 0002-9637, 1476-1645, doi: 10.4269/ajtmh.1998.59.699.",
*Bluetongue virus*,*Reoviridae*,*Orbivirus*,Cetartiodactyla,True,False,"Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3.

Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.","Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3.

Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia."
*Bokeloh bat lyssavirus*,*Rhabdoviridae*,*Lyssavirus*,Chiroptera,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Pestivirus D*,*Flaviviridae*,*Pestivirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Bos taurus polyomavirus 1*,*Polyomaviridae*,,Cetartiodactyla,False,False,"Calvignac-Spencer S, Feltkamp MC, Daugherty MD, Moens U, Ramqvist T, Johne R, Ehlers B (2016). A Taxonomy Update for the Family Polyomaviridae. _Archives of Virology_, *161*(6), 1739-1750. ISSN 03048608, doi: 10.1007/s00705-016-2794-y.

Schuurman R, van Steenis B, Sol C (1991). Bovine Polyomavirus, a Frequent Contaminant of Calf Serum. _Biologicals_, *19*(4), 265-270. ISSN 10451056, doi: 10.1016/S1045-1056(05)80014-4.",
*Bovine alphaherpesvirus 1*,*Herpesviridae*,*Varicellovirus*,Cetartiodactyla,False,False,"Raaperi K, Orro T, Viltrop A (2014). Epidemiology and Control of Bovine Herpesvirus 1 Infection in Europe. _Veterinary Journal_, *201*(3), 249-256. ISSN 15322971, doi: 10.1016/j.tvjl.2014.05.040.",
*Bovine alphaherpesvirus 2*,*Herpesviridae*,*Simplexvirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Watanabe TTN, Moeller RB, Crossley BM, Blanchard PC (2017). Outbreaks of Bovine Herpesvirus 2 Infections in Calves Causing Ear and Facial Skin Lesions. _Journal of Veterinary Diagnostic Investigation_, *29*(5), 686-690. ISSN 1040-6387, doi: 10.1177/1040638717704480.",
*Bovine alphaherpesvirus 5*,*Herpesviridae*,*Varicellovirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Del Médico Zajac MP, Ladelfa MF, Kotsias F, Muylkens B, Thiry J, Thiry E, Romera SA (2010). Biology of Bovine Herpesvirus 5. _The Veterinary Journal_, *184*(2), 138-145. ISSN 1090-0233, doi: 10.1016/j.tvjl.2009.03.035.",
*Bovine atadenovirus D*,*Adenoviridae*,*Atadenovirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.",
*Bovine fever ephemerovirus*,*Rhabdoviridae*,*Ephemerovirus*,Cetartiodactyla,True,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Bovine foamy virus*,*Retroviridae*,*Bovispumavirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Romen F, Backes P, Materniak M, Sting R, Vahlenkamp TW, Riebe R, Pawlita M, Kuzmak J, Löchelt M (2007). Serological Detection Systems for Identification of Cows Shedding Bovine Foamy Virus via Milk. _Virology_, *364*(1), 123-131. ISSN 0042-6822, doi: 10.1016/j.virol.2007.03.009.",
*Bovine gammaherpesvirus 4*,*Herpesviridae*,*Rhadinovirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Dewals B, Thirion M, Markine-Goriaynoff N, Gillet L, de Fays K, Minner F, Daix V, Sharp PM, Vanderplasschen A (2006). Evolution of Bovine Herpesvirus 4: Recombination and Transmission between African Buffalo and Cattle. _Journal of General Virology_, *87*(6), 1509-1519. ISSN 0022-1317, doi: 10.1099/vir.0.81757-0.",
*Bovine immunodeficiency virus*,*Retroviridae*,*Lentivirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Gonda MA, Luther DG, Fong SE, Tobin GJ (1994). Bovine Immunodeficiency Virus: Molecular Biology and Virus-Host Interactions. _Virus Research_, *32*(2), 155-181. ISSN 0168-1702, doi: 10.1016/0168-1702(94)90040-X.",
*Bovine leukemia virus*,*Retroviridae*,*Deltaretrovirus*,Cetartiodactyla,False,False,"Ghysdael J, Bruck C, Kettmann R, Burny A (1984). Bovine Leukemia Virus. In _Current Topics in Microbiology and Immunology_, volume 112, 1-19. Springer-Verlag.",
*Bovine mastadenovirus A*,*Adenoviridae*,*Mastadenovirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Ginsberg HS (1984). _The Adenoviruses_. Plenum Press, New York. ISBN 978-1-4684-7935-5.",
*Bovine mastadenovirus B*,*Adenoviridae*,*Mastadenovirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Ginsberg HS (1984). _The Adenoviruses_. Plenum Press, New York. ISBN 978-1-4684-7935-5.",
*Bovine mastadenovirus C*,*Adenoviridae*,*Mastadenovirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Ginsberg HS (1984). _The Adenoviruses_. Plenum Press, New York. ISBN 978-1-4684-7935-5.",
*Bovine orthopneumovirus*,*Pneumoviridae*,*Orthopneumovirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Bovine papular stomatitis virus*,*Poxviridae*,*Parapoxvirus*,Cetartiodactyla,False,True,"Crandell RA (1981). Bovine Papular Stomatitis. In Ristic M, McIntyre W (eds.), _Diseases of Cattle in the Tropics. Current Topics in Veterinary Medicine and Animal Science, Vol 6._, 67-68. Springer, Dordrecht. ISBN 978-94-011-8352-9, doi: 10.1007/978-94-011-9034-3_6.

Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.",
